adsh	cik	name	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	fye	pdate	effdate	form	filed	accepted	instance	nciks	aciks
0001580642-18-004789	1644419	NORTHERN LIGHTS FUND TRUST IV	US	NE	OMAHA	68154-1150	17605 WRIGHT STREET		402-895-1600	US	NE	OMAHA	68154-1150	17605 WRIGHT STREET		US	DE	000000000			0916	20180531	20180928	485BPOS	20181003	2018-10-03 10:25:00.0	nlfiv-20180928.xml	1	
0001580642-18-004836	1644419	NORTHERN LIGHTS FUND TRUST IV	US	NE	OMAHA	68154-1150	17605 WRIGHT STREET		402-895-1600	US	NE	OMAHA	68154-1150	17605 WRIGHT STREET		US	DE	000000000			0916	20180926	20180926	485BPOS	20181005	2018-10-05 13:26:00.0	nlfiv-20180926.xml	1	
0001580642-18-004841	1518042	NORTHERN LIGHTS FUND TRUST II	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2600	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000				20181001	20181001	485BPOS	20181005	2018-10-05 14:46:00.0	nlf-20171212.xml	1	
0001580642-18-004842	1518042	NORTHERN LIGHTS FUND TRUST II	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2600	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000				20181001	20181001	485BPOS	20181005	2018-10-05 14:52:00.0	nlf-20181001.xml	1	
0001580642-18-004886	1644419	NORTHERN LIGHTS FUND TRUST IV	US	NE	OMAHA	68154-1150	17605 WRIGHT STREET		402-895-1600	US	NE	OMAHA	68154-1150	17605 WRIGHT STREET		US	DE	000000000			0916	20180928	20180928	485BPOS	20181011	2018-10-11 14:30:00.0	nlfiv-20180928.xml	1	
0001580642-18-005077	1029068	ADVISORONE FUNDS	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2600	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	911788041	ORBITEX GROUP OF FUNDS	19980115	0430	20181023	20181023	485BPOS	20181029	2018-10-29 15:35:00.0	adv-20181023.xml	1	
0001580642-18-005154	1314414	NORTHERN LIGHTS FUND TRUST	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2600	US	NE	OMAHA	68130	17605 WRIGHT STREET				043023766	STRATEGY SHARES	20160223	0430	20181029	20181029	485BPOS	20181031	2018-10-31 13:00:00.0	nlfun-20181029.xml	1	
0001580642-18-005160	1314414	NORTHERN LIGHTS FUND TRUST	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2600	US	NE	OMAHA	68130	17605 WRIGHT STREET				043023766	STRATEGY SHARES	20160223	0430	20181029	20181029	485BPOS	20181031	2018-10-31 14:10:00.0	nlfun-20181029.xml	1	
0001580642-18-005199	1352621	NORTHERN LIGHTS VARIABLE TRUST	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2600	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000				20181030	20181030	485BPOS	20181102	2018-11-02 11:57:00.0	nlvt-20181030.xml	1	
0001580642-18-005215	1314414	NORTHERN LIGHTS FUND TRUST	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2600	US	NE	OMAHA	68130	17605 WRIGHT STREET				043023766	STRATEGY SHARES	20160223	0430	20181030	20181030	485BPOS	20181102	2018-11-02 15:56:00.0	nlfun-20181030.xml	1	
0001580642-18-005296	1314414	NORTHERN LIGHTS FUND TRUST	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2600	US	NE	OMAHA	68130	17605 WRIGHT STREET				043023766	STRATEGY SHARES	20160223	0430	20181029	20181029	485BPOS	20181106	2018-11-06 14:12:00.0	nlfun-20181029.xml	1	
0001580642-18-005327	810695	MUTUAL FUND & VARIABLE INSURANCE TRUST	US	IN	INDIANAPOLIS	46208	2960 N. MERIDIAN STREET	SUITE 300	800-253-0412	US	IN	INDIANAPOLIS	46208	2960 N. MERIDIAN STREET	SUITE 300	US	DE	043023766	HUNTINGTON FUNDS	20040922	1231	20181101	20181101	485BPOS	20181107	2018-11-07 15:04:00.0	hf-20181101.xml	1	
0001580642-18-005341	1537140	NORTHERN LIGHTS FUND TRUST III	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2621	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000				20181101	20181101	485BPOS	20181107	2018-11-07 17:20:00.0	nlft-20171108.xml	1	
0001580642-18-005347	1355064	MUTUAL FUND SERIES TRUST	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	631 549 1859	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	US	OH	000000000	CATALYST FUNDS	20060303	0630	20181101	20181101	485BPOS	20181108	2018-11-08 10:57:00.0	msft-20181101.xml	1	
0001580642-18-005349	1355064	MUTUAL FUND SERIES TRUST	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	631 549 1859	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	US	OH	000000000	CATALYST FUNDS	20060303	0630	20181101	20181101	485BPOS	20181108	2018-11-08 11:03:00.0	msft-20181101.xml	1	
0001580642-18-005351	1556505	ADVISORS PREFERRED TRUST	US	MD	ROCKVILLE	20850	1445 RESEARCH BOULEVARD	SUITE 530	2402231998	US	MD	ROCKVILLE	20850	1445 RESEARCH BOULEVARD	SUITE 530	US	DE	000000000				20181030	20181030	485BPOS	20181108	2018-11-08 11:15:00.0	apt-20181030.xml	1	
0001580642-18-005357	1355064	MUTUAL FUND SERIES TRUST	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	631 549 1859	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	US	OH	000000000	CATALYST FUNDS	20060303	0630	20181101	20181101	485BPOS	20181108	2018-11-08 14:55:00.0	msft-20181101.xml	1	
0001580642-18-005358	1355064	MUTUAL FUND SERIES TRUST	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	631 549 1859	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	US	OH	000000000	CATALYST FUNDS	20060303	0630	20181101	20181101	485BPOS	20181108	2018-11-08 15:14:00.0	mfst-20181101.xml	1	
0001580642-18-005361	1355064	MUTUAL FUND SERIES TRUST	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	631 549 1859	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	US	OH	000000000	CATALYST FUNDS	20060303	0630	20181101	20181101	485BPOS	20181108	2018-11-08 15:53:00.0	msft-20181101.xml	1	
0001580642-18-005405	1537140	NORTHERN LIGHTS FUND TRUST III	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2621	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000				20181101	20181101	485BPOS	20181109	2018-11-09 17:10:00.0	nlft-20181101.xml	1	
0001580642-18-005440	1355064	MUTUAL FUND SERIES TRUST	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	631 549 1859	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	US	OH	000000000	CATALYST FUNDS	20060303	0630	20181101	20181102	497	20181113	2018-11-13 16:20:00.0	msft-20181102.xml	1	
0001580642-18-005455	1537140	NORTHERN LIGHTS FUND TRUST III	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2621	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000				20181102	20181102	485BPOS	20181114	2018-11-14 10:01:00.0	nlft-20181102.xml	1	
0001580642-18-005459	1537140	NORTHERN LIGHTS FUND TRUST III	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2621	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000				20181101	20181101	485BPOS	20181114	2018-11-14 10:59:00.0	nlft-20181101.xml	1	
0001580642-18-005463	1498272	EQUINOX FUNDS TRUST	US	NY	HAUPPAUGE	11788	450 WIRELESS BOULEVARD		631-470-2600	US	NY	HAUPPAUGE	11788	450 WIRELESS BOULEVARD		US	DE	000000000				20181101	20181101	485BPOS	20181114	2018-11-14 11:57:00.0	eqft-20181101.xml	1	
0001580642-18-005466	1355064	MUTUAL FUND SERIES TRUST	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	631 549 1859	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	US	OH	000000000	CATALYST FUNDS	20060303	0630	20181101	20181106	497	20181114	2018-11-14 14:43:00.0	msft-20181106.xml	1	
0001580642-18-005484	1355064	MUTUAL FUND SERIES TRUST	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	631 549 1859	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	US	OH	000000000	CATALYST FUNDS	20060303	0630	20181101	20181102	497	20181115	2018-11-15 12:52:00.0	mfst-20181101.xml	1	
0001580642-18-005485	1355064	MUTUAL FUND SERIES TRUST	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	631 549 1859	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	US	OH	000000000	CATALYST FUNDS	20060303	0630	20181101	20181102	497	20181115	2018-11-15 13:00:00.0	msft-20181102.xml	1	
0001580642-18-005486	1355064	MUTUAL FUND SERIES TRUST	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	631 549 1859	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	US	OH	000000000	CATALYST FUNDS	20060303	0630	20181101	20181102	497	20181115	2018-11-15 13:08:00.0	msft-20181102.xml	1	
0001580642-18-005490	1355064	MUTUAL FUND SERIES TRUST	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	631 549 1859	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	US	OH	000000000	CATALYST FUNDS	20060303	0630	20181109	20181109	485BPOS	20181115	2018-11-15 13:52:00.0	msft-20181109.xml	1	
0001580642-18-005498	1498272	EQUINOX FUNDS TRUST	US	NY	HAUPPAUGE	11788	450 WIRELESS BOULEVARD		631-470-2600	US	NY	HAUPPAUGE	11788	450 WIRELESS BOULEVARD		US	DE	000000000				20181101	20181101	485BPOS	20181115	2018-11-15 17:13:00.0	eqft-20181115.xml	1	
0001580642-18-005499	1498272	EQUINOX FUNDS TRUST	US	NY	HAUPPAUGE	11788	450 WIRELESS BOULEVARD		631-470-2600	US	NY	HAUPPAUGE	11788	450 WIRELESS BOULEVARD		US	DE	000000000				20181101	20181101	497	20181115	2018-11-15 17:18:00.0	eqft-20181101.xml	1	
0001580642-18-005560	1537140	NORTHERN LIGHTS FUND TRUST III	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2621	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000				20181101	20181109	497	20181121	2018-11-21 15:45:00.0	nlft-20181109.xml	1	
0001580642-18-005569	1537140	NORTHERN LIGHTS FUND TRUST III	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2621	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000				20181101	20181108	497	20181126	2018-11-26 10:07:00.0	nlft-20181108.xml	1	
0001580642-18-005701	1314414	NORTHERN LIGHTS FUND TRUST	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2600	US	NE	OMAHA	68130	17605 WRIGHT STREET				043023766	STRATEGY SHARES	20160223	0430	20181128	20181128	485BPOS	20181130	2018-11-30 12:55:00.0	nlfun-20181128.xml	1	
0001580642-18-005703	1537140	NORTHERN LIGHTS FUND TRUST III	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2621	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000				20181101	20181113	497	20181130	2018-11-30 14:23:00.0	nlft-20181113.xml	1	
0001580642-18-005704	1537140	NORTHERN LIGHTS FUND TRUST III	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2621	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000				20180630	20181116	485BPOS	20181130	2018-11-30 14:35:00.0	nlft-20181116.xml	1	
0001580642-18-005712	1537140	NORTHERN LIGHTS FUND TRUST III	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2621	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000				20181116	20181116	485BPOS	20181130	2018-11-30 16:04:00.0	nlft-20181116.xml	1	
0001580642-18-005715	1537140	NORTHERN LIGHTS FUND TRUST III	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2621	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000				20181116	20181116	485BPOS	20181130	2018-11-30 16:37:00.0	nlft-20181116.xml	1	
0001580642-18-005723	1314414	NORTHERN LIGHTS FUND TRUST	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2600	US	NE	OMAHA	68130	17605 WRIGHT STREET				043023766	STRATEGY SHARES	20160223	0430	20181128	20181128	485BPOS	20181203	2018-11-30 17:57:00.0	nlfun-20181128.xml	1	
0001580642-18-005781	1355064	MUTUAL FUND SERIES TRUST	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	631 549 1859	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	US	OH	000000000	CATALYST FUNDS	20060303	0630	20181130	20181130	485BPOS	20181206	2018-12-06 14:42:00.0	msft-20181130.xml	1	
0001580642-18-005837	1552947	TWO ROADS SHARED TRUST	US	NE	OMAHA	68130	17605 WRIGHT STREET		402-895-1600	US	NE	OMAHA	68130	17605 WRIGHT STREET				000000000				20181128	20181128	485BPOS	20181210	2018-12-10 11:23:00.0	trst-20181128.xml	1	
0001580642-18-005841	1552947	TWO ROADS SHARED TRUST	US	NE	OMAHA	68130	17605 WRIGHT STREET		402-895-1600	US	NE	OMAHA	68130	17605 WRIGHT STREET				000000000				20181128	20181128	485BPOS	20181210	2018-12-10 11:44:00.0	trst-20181128.xml	1	
0001580642-18-005924	1506213	STRATEGY SHARES	US	IN	INDIANAPOLIS	46208	2960 NORTH MERIDIAN STREET	SUITE 300	855-477-3837	US	IN	INDIANAPOLIS	46208	2960 NORTH MERIDIAN STREET	SUITE 300	US	DE	000000000	HUNTINGTON STRATEGY SHARES	20101119	0430	20181211	20181211	485BPOS	20181214	2018-12-14 09:41:00.0	hss-20181211.xml	1	
0001580642-18-005965	1537140	NORTHERN LIGHTS FUND TRUST III	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2621	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000				20181116	20181206	497	20181218	2018-12-18 15:58:00.0	nlft-20181206.xml	1	
0001580642-18-005968	1537140	NORTHERN LIGHTS FUND TRUST III	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2621	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000				20181116	20181206	497	20181218	2018-12-18 16:32:00.0	nlft-20181206.xml	1	
0001580642-18-005987	1355064	MUTUAL FUND SERIES TRUST	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	631 549 1859	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	US	OH	000000000	CATALYST FUNDS	20060303	0630	20181214	20181217	497	20181219	2018-12-19 16:12:00.0	msft-20181217.xml	1	
0001580642-18-005993	1537140	NORTHERN LIGHTS FUND TRUST III	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2621	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000				20181214	20181214	485BPOS	20181220	2018-12-20 10:38:00.0	nlft-20181214.xml	1	
0001580642-18-006033	1527428	ARROW INVESTMENTS TRUST	US	MD	LAUREL	20707	6100 CHEVY CHASE DR	SUITE 100	301-260-0162	US	MD	LAUREL	20707	6100 CHEVY CHASE DR	SUITE 100	US	DE	000000000			0731	20181201	20181201	485BPOS	20181221	2018-12-21 14:13:00.0	ait-20181201.xml	1	
0001580642-18-006035	1527428	ARROW INVESTMENTS TRUST	US	MD	LAUREL	20707	6100 CHEVY CHASE DR	SUITE 100	301-260-0162	US	MD	LAUREL	20707	6100 CHEVY CHASE DR	SUITE 100	US	DE	000000000			0731	20181201	20181201	485BPOS	20181221	2018-12-21 14:34:00.0	ait-20181201.xml	1	
0001580642-18-006036	1527428	ARROW INVESTMENTS TRUST	US	MD	LAUREL	20707	6100 CHEVY CHASE DR	SUITE 100	301-260-0162	US	MD	LAUREL	20707	6100 CHEVY CHASE DR	SUITE 100	US	DE	000000000			0731	20181201	20181201	485BPOS	20181221	2018-12-21 14:39:00.0	ait-20181201.xml	1	
0001580642-18-006039	1527428	ARROW INVESTMENTS TRUST	US	MD	LAUREL	20707	6100 CHEVY CHASE DR	SUITE 100	301-260-0162	US	MD	LAUREL	20707	6100 CHEVY CHASE DR	SUITE 100	US	DE	000000000			0731	20181201	20181201	485BPOS	20181221	2018-12-21 14:58:00.0	ait-20181201.xml	1	
0001580642-18-006040	1537140	NORTHERN LIGHTS FUND TRUST III	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2621	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000				20181214	20181214	485BPOS	20181221	2018-12-21 15:05:00.0	nlft-20181214.xml	1	
0001580642-18-006059	1537140	NORTHERN LIGHTS FUND TRUST III	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2621	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000				20181225	20181225	485BPOS	20181226	2018-12-26 14:14:00.0	nlft-20181225.xml	1	
0001580642-18-006078	1355064	MUTUAL FUND SERIES TRUST	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	631 549 1859	US	NE	OMAHA	68137	C/O GEMINI FUND SERVICES LLC	4020 SOUTH 147TH STREET  STE 2	US	OH	000000000	CATALYST FUNDS	20060303	0630	20181218	20181218	497	20181228	2018-12-27 18:22:00.0	msft-20181218.xml	1	
0001580642-18-006151	1314414	NORTHERN LIGHTS FUND TRUST	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2600	US	NE	OMAHA	68130	17605 WRIGHT STREET				043023766	STRATEGY SHARES	20160223	0430	20181226	20181226	485BPOS	20181231	2018-12-31 11:22:00.0	nlfun-20181226.xml	1	
0001591556-18-000051	1591556	DREYFUS BNY MELLON FUNDS, INC.	US	NY	NEW YORK	10166	C/O THE DREYFUS CORPORATION	200 PARK AVENUE	212-922-6400	US	NY	NEW YORK	10166	C/O THE DREYFUS CORPORATION	200 PARK AVENUE			464470069			1031	20181101	20181026	497	20181101	2018-11-01 16:01:00.0	ck0001591556-20181026.xml	1	
0001615774-18-010403	1452937	EXCHANGE TRADED CONCEPTS TRUST	US	OK	OKLAHOMA CITY	73120	10900 HEFNER POINTE DRIVE, SUITE 207		405-778-8377	US	OK	OKLAHOMA CITY	73120	10900 HEFNER POINTE DRIVE, SUITE 207		US	DE	000000000	FAITHSHARES TRUST	20090717	0731	20180919	20180920	485BPOS	20181003	2018-10-03 10:52:00.0	etc-20180920.xml	1	
0001615774-18-011112	1408970	ADVISORSHARES TRUST	US	MD	BETHESDA	20814	4800 MONTGOMERY LANE	SUITE 150	(877) 843-3831	US	MD	BETHESDA	20814	4800 MONTGOMERY LANE	SUITE 150	US	DE	260636087			0630	20181009	20181009	485BPOS	20181019	2018-10-19 13:43:00.0	ck0001408970-20180630.xml	1	
0001615774-18-011147	1408970	ADVISORSHARES TRUST	US	MD	BETHESDA	20814	4800 MONTGOMERY LANE	SUITE 150	(877) 843-3831	US	MD	BETHESDA	20814	4800 MONTGOMERY LANE	SUITE 150	US	DE	260636087			0630	20181011	20181010	497	20181022	2018-10-22 12:59:00.0	ck0001408970-20180630.xml	1	
0001615774-18-011149	1408970	ADVISORSHARES TRUST	US	MD	BETHESDA	20814	4800 MONTGOMERY LANE	SUITE 150	(877) 843-3831	US	MD	BETHESDA	20814	4800 MONTGOMERY LANE	SUITE 150	US	DE	260636087			0630	20181011	20181011	497	20181022	2018-10-22 13:03:00.0	ck0001408970-20180630.xml	1	
0001615774-18-012139	1547576	KRANE SHARES TRUST	US	NY	NEW YORK	10020	1270 AVENUE OF THE AMERICAS	SUITE 2217	646-479-5031	US	NY	NEW YORK	10020	1270 AVENUE OF THE AMERICAS	SUITE 2217	US	DE	456861457			1231	20180801	20181017	497	20181106	2018-11-06 14:34:00.0	ck0001547576-20181017.xml	1	
0001615774-18-012178	1547576	KRANE SHARES TRUST	US	NY	NEW YORK	10020	1270 AVENUE OF THE AMERICAS	SUITE 2217	646-479-5031	US	NY	NEW YORK	10020	1270 AVENUE OF THE AMERICAS	SUITE 2217	US	DE	456861457			1231	20180801	20181102	497	20181107	2018-11-06 18:09:00.0	cik0001547576-20181102.xml	1	
0001615774-18-012353	1547950	EXCHANGE LISTED FUNDS TRUST	US	OK	OKLAHOMA CITY	73112	3555 NW 58TH STREET	SUITE 410	405-778-8377	US	OK	OKLAHOMA CITY	73112	3555 NW 58TH STREET	SUITE 410	US	DE	000000000	EXCHANGE TRADED CONCEPTS TRUST II	20120420	1231	20181101	20181101	485BPOS	20181109	2018-11-09 10:25:00.0	elft-20180630.xml	1	
0001615774-18-012455	1547950	EXCHANGE LISTED FUNDS TRUST	US	OK	OKLAHOMA CITY	73112	3555 NW 58TH STREET	SUITE 410	405-778-8377	US	OK	OKLAHOMA CITY	73112	3555 NW 58TH STREET	SUITE 410	US	DE	000000000	EXCHANGE TRADED CONCEPTS TRUST II	20120420	1231	20171215	20181101	497	20181113	2018-11-13 06:14:00.0	ck0001547950-20181101.xml	1	
0001615774-18-012695	1408970	ADVISORSHARES TRUST	US	MD	BETHESDA	20814	4800 MONTGOMERY LANE	SUITE 150	(877) 843-3831	US	MD	BETHESDA	20814	4800 MONTGOMERY LANE	SUITE 150	US	DE	260636087			0630	20181101	20181101	485BPOS	20181114	2018-11-14 15:16:00.0	ck0001408970-20180630.xml	1	
0001615774-18-013855	893730	INTEGRITY FUNDS	US	ND	MINOT	58702-0500	PO BOX 500		701-852-5292	US	ND	MINOT	58702-0500	PO BOX 500		US	DE	000000000	INTEGRITY VIKING FUNDS	20130910	1231	20181128	20181128	485BPOS	20181206	2018-12-06 06:08:00.0	if-20181128.xml	1	
0001615774-18-013864	1082744	VIKING MUTUAL FUNDS	US	ND	MINOT	58702-0500	PO BOX 500		701-852-5292	US	ND	MINOT	58702-0500	PO BOX 500		US	DE	000000000	VIKING MUTUAL FUNDS	19990325	1231	20181128	20181128	485BPOS	20181206	2018-12-06 06:35:00.0	vmf-20171231.xml	1	
0001623632-18-001325	1363526	FEDERATED MDT SERIES	US	PA	WARRENDALE	15086-7561	FEDERATED INVESTORS FUNDS	4000 ERICSSON DRIVE	412-288-1900	US	PA	WARRENDALE	15086-7561	FEDERATED INVESTORS FUNDS	4000 ERICSSON DRIVE	US	MA	000000000			0731	20180930	20180928	497	20181010	2018-10-10 09:36:00.0	fms-20180928.xml	1	
0001623632-18-001327	745968	FEDERATED EQUITY FUNDS	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MA	251470423	FEDERATED GROWTH TRUST/CGF/FED ADV/FEDMGT/FED INV	19930708	1031	20171231	20180928	497	20181010	2018-10-10 10:44:00.0	fef-20180928.xml	1	
0001623632-18-001332	1363526	FEDERATED MDT SERIES	US	PA	WARRENDALE	15086-7561	FEDERATED INVESTORS FUNDS	4000 ERICSSON DRIVE	412-288-1900	US	PA	WARRENDALE	15086-7561	FEDERATED INVESTORS FUNDS	4000 ERICSSON DRIVE	US	MA	000000000			0731	20180930	20180927	485BPOS	20181011	2018-10-11 08:27:00.0	fms-20180925.xml	1	
0001623632-18-001334	925723	FEDERATED INSTITUTIONAL TRUST	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MA	251737663			0731	20180930	20180927	485BPOS	20181011	2018-10-11 10:04:00.0	finst-20180925.xml	1	
0001623632-18-001345	856517	MONEY MARKET OBLIGATIONS TRUST	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MA	251415329	MONEY MARKET OBLIGATIONS TRUST /NEW/	19920703	0731	20180930	20180927	485BPOS	20181015	2018-10-15 14:01:00.0	mmot-20180926.xml	1	
0001623632-18-001466	925723	FEDERATED INSTITUTIONAL TRUST	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MA	251737663			0731	20181031	20181025	485BPOS	20181109	2018-11-09 11:07:00.0	finst-20181025.xml	1	
0001623632-18-001470	771524	FEDERATED ADJUSTABLE RATE SECURITIES FUND	US	PA	PITTSBURGH	15222-3779	5800 CORPORATE DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MA	251502730	FEDERATED ARMS FUND	19920703	0831	20181031	20181029	485BPOS	20181113	2018-11-13 09:48:00.0	farsf-20181025.xml	1	
0001623632-18-001494	866700	FEDERATED MUNICIPAL SECURITIES INCOME TRUST	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MA	251695291	MUNICIPAL SECURITIES INCOME TRUST	19921023	0831	20181031	20181029	485BPOS	20181115	2018-11-15 10:55:00.0	fmsit-20181026.xml	1	
0001623632-18-001496	789281	FEDERATED INCOME SECURITIES TRUST	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MA	251412886	FEDERATED FLOATING RATE TRUST	19920205	0430	20180831	20181102	497	20181115	2018-11-15 11:38:00.0	fist-20181102.xml	1	
0001623632-18-001506	1707560	FEDERATED ADVISER SERIES	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		1-800-341-7400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	DE	000000000	FEDERATED MDT EQUITY TRUST	20170524	1031	20181101	20181101	485BPOS	20181120	2018-11-20 09:32:00.0	fmet-20181101.xml	1	
0001623632-18-001592	745967	FEDERATED HIGH YIELD TRUST	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MA	251470424			0228	20181130	20181128	485BPOS	20181212	2018-12-12 09:14:00.0	fhyt-20181126.xml	1	
